timestamp,mid_price,best_bid,best_ask,bids,asks,curr_delta,max_delta,min_delta,bid_vpoc,ask_vpoc,trades,trades_vol
1727794756.1670487,2548.205,2547.96,2548.45,500,500,0,0,0,"(2496.6000000000004, 229.012)","(2611.2000000000003, 228.666)",0,0.0
1727794786.7952092,2550.35,2549.95,2550.75,500,500,"(1.0, 1727794766.076111)","(1.0, 1727794766.076111)","(1.0, 1727794766.076111)","(2496.6000000000004, 229.012)","(2645.2000000000003, 228.44)",1,0.00980254
1727794817.3574514,2545.365,2545.1,2545.63,500,500,0,0,0,"(2408.0, 251.358)","(2645.2000000000003, 228.44)",0,0.0
1727794847.8143687,2547.5950000000003,2547.59,2547.6,500,500,0,0,0,"(2496.6000000000004, 229.012)","(2645.2000000000003, 228.44)",0,0.0
1727794878.4053645,2546.865,2546.86,2546.87,500,500,0,0,0,"(2408.0, 251.358)","(2645.2000000000003, 228.44)",0,0.0
1727794909.063073,2548.005,2547.71,2548.3,500,500,"(1.0, 1727794884.49127)","(1.0, 1727794884.49127)","(0.9797129032489629, 1727794883.552363)","(2496.6000000000004, 229.012)","(2574.4, 213.867)",3,0.19224042000000002
1727794939.579986,2543.0950000000003,2542.83,2543.36,500,500,"(-1.0, 1727794926.39017)","(-0.6184202319578699, 1727794921.854714)","(-1.0, 1727794926.39017)","(2408.0, 251.358)","(2645.2000000000003, 228.44)",2,0.06349083999999999
1727794970.0396197,2538.855,2538.45,2539.26,500,500,"(-1.0, 1727794943.177987)","(-0.04497038812753086, 1727794942.660486)","(-1.0, 1727794943.177987)","(2408.0, 251.358)","(2645.2000000000003, 228.434)",6,23.35759249
1727795000.5841517,2529.795,2529.48,2530.11,500,500,"(-0.2810917423816296, 1727794998.080548)","(0.20034787947803553, 1727794984.857753)","(-0.2846755196312727, 1727794990.222132)","(2501.6000000000004, 229.915)","(2555.2000000000003, 219.45)",19,2.3161009800000003
1727795031.3436732,2527.5950000000003,2527.59,2527.6,500,500,"(-0.7144039986296152, 1727795026.31119)","(-0.6992301640784727, 1727795023.109998)","(-0.8572019993148077, 1727795023.899249)","(2408.0, 251.353)","(2645.2000000000003, 228.44)",3,0.08403479
1727795061.8695889,2525.005,2525.0,2525.01,500,500,"(-1.0, 1727795056.922338)","(-0.5892288498567296, 1727795037.386106)","(-1.0, 1727795056.922338)","(2470.8, 229.32999999999998)","(2550.4, 232.169)",4,0.33228782
1727795092.4968636,2506.58,2506.55,2506.61,500,500,"(-0.9980133731134316, 1727795090.04208)","(-0.0009946311681443, 1727795076.632934)","(-0.9980658817984087, 1727795087.697579)","(2439.6, 229.319)","(2531.4, 218.732)",82,63.00252999
1727795122.9338636,2511.74,2511.45,2512.03,500,500,"(1.0, 1727795120.238821)","(1.0, 1727795120.238821)","(0.8155821457040954, 1727795094.098338)","(2450.4, 229.299)","(2539.2000000000003, 215.853)",5,0.10279162
1727795153.4270635,2512.5649999999996,2512.39,2512.74,500,500,0,0,0,"(2450.4, 229.299)","(2587.8, 228.92000000000002)",0,0.0
1727795183.9428325,2508.17,2507.81,2508.53,500,500,"(-1.0, 1727795173.340983)","(-0.999916634378305, 1727795173.338958)","(-1.0, 1727795173.340983)","(2484.8, 212.73)","(2533.6000000000004, 213.721)",2,0.33982833
1727795214.4584413,2503.2650000000003,2503.26,2503.27,500,500,"(-0.2347037555279458, 1727795213.05102)","(-0.2347037555279458, 1727795213.05102)","(-0.5480785977691344, 1727795189.062709)","(2408.0, 251.358)","(2530.6000000000004, 229.319)",34,44.30165383000001
