timestamp,mid_price,best_bid,best_ask,bids,asks,curr_delta,max_delta,min_delta,bid_vpoc,ask_vpoc,trades,trades_vol
1727809517.9305303,147.19,147.18,147.2,500,500,(-0.9715714996297, 1727809516.513538),(-6.961118075021609e-05, 1727809495.151548),(-0.9857148658867956, 1727809495.151548),(143.20000000000002, 17049.363),(154.60000000000002, 9035.547999999999),8,387.43747354
